SHAPE:10,500,12
2.116793377174238100e-01,7.086785813389447908e-01,-1.716259337628414317e+00,-1.611030945452032043e-02,1.115920930502407593e+00,-1.609306485598910541e+00,4.390924224389854136e-02,7.871851016811159951e-01,-2.101494231135415003e+00,5.605297267906022424e-02,1.287556630783482037e+00,-1.663240738487811843e+00
2.067450540635197842e-01,7.239972337486335618e-01,-1.729099616851008214e+00,-1.493119888225434046e-02,1.104274034739884947e+00,-1.617823708713447717e+00,4.052465318787921295e-02,7.904652517561882030e-01,-2.092550679325811291e+00,5.323857268544993082e-02,1.285559740163072062e+00,-1.634535737477300632e+00
2.072652595429524125e-01,7.206215694938625793e-01,-1.725400307151264911e+00,-1.647327873271006368e-02,1.102372414044666682e+00,-1.615853049990508827e+00,3.925449757617974211e-02,7.910586021134322632e-01,-2.090451958993011505e+00,5.594779931419813224e-02,1.286380778611878384e+00,-1.637594763281247090e+00
2.052282172375302638e-01,7.228121853839720723e-01,-1.727616216389155746e+00,-1.457209809712472180e-02,1.104124837527353131e+00,-1.617659267414222946e+00,4.055559725586181663e-02,7.897193053824569375e-01,-2.091937681299915308e+00,5.248396303250765782e-02,1.286471654716707214e+00,-1.636439252733764116e+00
2.073860847194604617e-01,7.206327734577678834e-01,-1.725431695312422908e+00,-1.647083200280789750e-02,1.102208885950914041e+00,-1.615667925464844279e+00,3.915613920250408247e-02,7.912190828114815666e-01,-2.090417843399702491e+00,5.628684572087783167e-02,1.286518083441869020e+00,-1.637314761717081124e+00
2.052089448375408742e-01,7.228689014280534897e-01,-1.727680736125564387e+00,-1.444524986611902748e-02,1.104200721272712071e+00,-1.617733473989462656e+00,4.066591253051988347e-02,7.896085842708523428e-01,-2.092045718952951106e+00,5.811117135498140851e-02,1.286298269629845503e+00,-1.637578366465608948e+00
2.074297177634529810e-01,7.205847156677543941e-01,-1.725382679649199780e+00,-1.654697053281664609e-02,1.102114701028708454e+00,-1.615568772792367991e+00,3.905696638889197270e-02,7.913240813393370710e-01,-2.090312185302438230e+00,5.658624983476080034e-02,1.286213197610272641e+00,-1.637178748874135836e+00
2.051728226080620776e-01,7.229046886221069945e-01,-1.727716460079396610e+00,-1.434277801682997885e-02,1.104295756552437169e+00,-1.617830648461802356e+00,4.078132932798325672e-02,7.894903999820854779e-01,-2.092164528652938227e+00,5.796554128790737392e-02,1.286373519329281123e+00,-1.637461506866947358e+00
2.074704893622036916e-01,7.205424557182374956e-01,-1.725340109709498915e+00,-1.662422026750891291e-02,1.102032267387325959e+00,-1.615484093589208303e+00,3.895793500632338535e-02,7.914326352934527575e-01,-2.090202142084002901e+00,5.671883038939057320e-02,1.286153860425790496e+00,-1.637303518766781263e+00
2.051411988152413157e-01,7.229367417772777360e-01,-1.727748580397850731e+00,-1.424933239847837874e-02,1.104385711642296819e+00,-1.617922874949541345e+00,4.090018942760485082e-02,7.893688924850049693e-01,-2.092286666581676169e+00,5.787242794363220422e-02,1.286429203216365558e+00,-1.637345073215726199e+00
2.075066134256045858e-01,7.205049468704096682e-01,-1.725302313516871466e+00,-1.666820732159798521e-02,1.101966356069549402e+00,-1.615434450140098788e+00,3.887629875040336802e-02,7.915285356639352177e-01,-2.090104141897345169e+00,5.680391658387227982e-02,1.286096467113776454e+00,-1.637413493643115503e+00
2.051136357477683914e-01,7.229646696849614251e-01,-1.727776553576779728e+00,-1.418717201410694094e-02,1.104442340023803926e+00,-1.617981345885964872e+00,4.100403446231218330e-02,7.892630930875573769e-01,-2.092392983063419365e+00,5.781354951496427835e-02,1.286485610134728397e+00,-1.637241689088062113e+00
2.075381010514307789e-01,7.204722482157559504e-01,-1.725269364356103896e+00,-1.727069242448616912e-02,1.107329130079700796e+00,-1.620764197375228921e+00,4.424719630952948790e-02,7.861624950648599119e-01,-2.095466176460191399e+00,5.685446605383815549e-02,1.286037194106082637e+00,-1.637514387214948908e+00
2.050900194944445254e-01,7.229886140665389149e-01,-1.727800527405508602e+00,-1.426315639726691460e-02,1.104618190228723318e+00,-1.618098871204480593e+00,4.120226978202753965e-02,7.890646007810181439e-01,-2.092589664841905783e+00,5.778175764964983696e-02,1.286544915281796930e+00,-1.637145183030170870e+00
2.075650909306594738e-01,7.204442153058471243e-01,-1.725241116414941711e+00,-1.720718671996320989e-02,1.107303073875791188e+00,-1.620729356616861239e+00,4.418947725437221558e-02,7.862559075096726691e-01,-2.095369281820870455e+00,5.687798096742877063e-02,1.285973835897307849e+00,-1.637611570906237324e+00
