SHAPE:50,500,12
-5.997453568169599375e-02,1.436416344339754625e+00,-1.756216739371973423e+00,-4.500317801308584970e-02,1.148246017289702436e+00,-1.504013466848978409e+00,7.570229021981237510e-03,4.784424309870918823e-01,-1.649456387268356528e+00,-8.391578397709148485e-02,6.636223759601362904e-01,-1.750812735734637915e+00
-5.141453562216579537e-02,1.459181603087579049e+00,-1.768054087310310107e+00,-8.372148023187765686e-02,1.160640573551251720e+00,-1.488833732824243361e+00,9.492109503993633596e-03,5.027048817157018235e-01,-1.673537138913750999e+00,-6.568003047508624848e-02,6.021505974186736054e-01,-1.766121106880747416e+00
-4.534594145510908308e-02,1.468213143524902842e+00,-1.775563783080487790e+00,-1.309680080258767421e-01,1.162992939849904817e+00,-1.487985497106807609e+00,5.742680465311003277e-03,4.993755854929360360e-01,-1.668830235728905098e+00,-5.363712637345257467e-02,5.544309739165297346e-01,-1.790210921318774906e+00
-4.025876001674816990e-02,1.477014942763444028e+00,-1.782748631738737766e+00,-1.729023130846299994e-01,1.161284990689940289e+00,-1.485830645707440612e+00,6.075785589676589021e-03,4.962916936892229347e-01,-1.671304472844695743e+00,-3.963598180601150822e-02,5.057212741891049523e-01,-1.810114543149412558e+00
-3.362208579851559687e-02,1.484786329221270629e+00,-1.788971970043293336e+00,-2.070956695498762656e-01,1.155575494796587721e+00,-1.479595249323806483e+00,2.684128134071032739e-04,4.995253220794557136e-01,-1.667313573435415419e+00,-2.342410537671717197e-02,5.041231680562008322e-01,-1.836291705828072995e+00
-2.722725642308554406e-02,1.490966869922326410e+00,-1.790902489540076470e+00,-2.087060761902210793e-01,1.152764600468333400e+00,-1.476450133334002546e+00,-4.313593566566448385e-03,4.988840113195214809e-01,-1.672368421987619813e+00,-7.863098487707014320e-03,5.034087544041718765e-01,-1.856788541139043458e+00
-1.956126316545587010e-02,1.497618173797055086e+00,-1.796241943216782655e+00,-2.081485244418517511e-01,1.151578352047908593e+00,-1.474962639263023290e+00,-1.569757484142866866e-02,4.976567015828439189e-01,-1.689421440808796637e+00,6.240831684498153974e-03,5.013200512771012196e-01,-1.873205509214008080e+00
-1.138134730452370832e-02,1.498835336304285670e+00,-1.793680126665295749e+00,-2.091902651906347999e-01,1.148171903300186703e+00,-1.471328396615963152e+00,-2.264656199365239209e-02,5.109726775642099428e-01,-1.708583873929610641e+00,1.876763447432471324e-02,4.960063767461851403e-01,-1.886640118237487229e+00
9.835423502554007291e-05,1.501562694937125020e+00,-1.799042420986813662e+00,-2.079168707484329304e-01,1.148405770512154644e+00,-1.471347115289213248e+00,-4.111291528749549951e-02,6.210786835131951733e-01,-1.734445988793338778e+00,2.223412771691664000e-02,4.988639886134492163e-01,-1.887600089232984946e+00
1.569994568206521321e-02,1.502451314506041191e+00,-1.798302128212392104e+00,-2.084584479121184830e-01,1.147495305214255801e+00,-1.470462347619798438e+00,-6.209219736111474403e-02,7.670236425265883895e-01,-1.758480200205896793e+00,2.409696838102389632e-02,4.983166419476344755e-01,-1.884001880982888899e+00
2.554867165212001273e-02,1.499242416796856325e+00,-1.797655927768125439e+00,-2.076865137653912119e-01,1.148242950208011592e+00,-1.471195094508543466e+00,-8.208983166663846864e-02,9.193314298496753079e-01,-1.755296998885670146e+00,2.067693492411490017e-02,5.022612799321368726e-01,-1.869816449760884458e+00
