SHAPE:100,500,12
-4.022442869584390984e-02,6.459667919604779041e-01,-1.650063937233956723e+00,-4.860279853885263179e-02,1.013401514982035234e+00,-2.026831718330602605e+00,-5.022984082180211723e-02,1.097362314311801201e+00,-1.870428562496630809e+00,-3.864816257285907941e-02,7.653517053133207515e-01,-1.591925212091182429e+00
-3.895535485305062773e-02,6.269138058071707098e-01,-1.656361387295256060e+00,-4.811931709566668464e-02,1.010142487390218280e+00,-2.030199832087364875e+00,-4.437785712621529488e-02,1.081820369025060291e+00,-1.857918942530877970e+00,-3.849397214323969918e-02,7.668745665791054655e-01,-1.590630145642071502e+00
-4.357027183789646124e-02,6.322418926276586193e-01,-1.662552232822192222e+00,-4.946717060041440350e-02,1.006500472316744332e+00,-2.023408107245636689e+00,-4.529489133722240657e-02,1.079097303354570769e+00,-1.858220844680205319e+00,-3.829853613791566608e-02,7.649174486171030907e-01,-1.587019993448631761e+00
-4.490045006821560131e-02,6.308517019408037552e-01,-1.670147541249441980e+00,-4.907343447213638465e-02,1.004478924764527159e+00,-2.017851380901617198e+00,-3.850899408877578312e-02,1.077971537302190530e+00,-1.849004568775997726e+00,-3.931328601051629207e-02,7.632833159849917726e-01,-1.579795035573642981e+00
-4.749559653729951147e-02,6.313703401804265924e-01,-1.678670857022461771e+00,-4.977318193458395851e-02,9.994560436692279115e-01,-2.010032594074470325e+00,-3.898952385553330902e-02,1.075480379640591622e+00,-1.844318223918781419e+00,-3.759738049837278717e-02,7.637994968183966504e-01,-1.572921164623402479e+00
-5.011220632408126124e-02,6.315423238860796706e-01,-1.687620577669526112e+00,-4.903114293878693686e-02,9.975956311251322761e-01,-2.004675376027820199e+00,-3.495717653242776807e-02,1.068986651570619006e+00,-1.835198481017469518e+00,-3.966132883671215359e-02,7.631292909212844533e-01,-1.565809070221197530e+00
-5.272439093070146326e-02,6.319774276052958495e-01,-1.696870382978366898e+00,-4.991964132024908490e-02,9.914296964905090492e-01,-1.995712888105294347e+00,-3.395603822112811671e-02,1.068213716054127627e+00,-1.830452136550412057e+00,-3.669070992313830382e-02,7.635002622706497100e-01,-1.558378202205404683e+00
-5.557567331029481666e-02,6.323322506785765684e-01,-1.706673448700506635e+00,-4.886569461338229753e-02,9.899470042367833900e-01,-1.990649569437836996e+00,-2.906504474826056630e-02,1.060490321913294398e+00,-1.819921557282179192e+00,-3.461242016203761734e-02,7.629048947837387962e-01,-1.551351307213893138e+00
-5.835667163422939702e-02,6.329410135720712205e-01,-1.716741227794569724e+00,-4.996913633576838959e-02,9.825363434770506554e-01,-1.980375263379862583e+00,-2.826391244876126987e-02,1.060295751959633215e+00,-1.815211988744257265e+00,-3.571614535062835744e-02,7.638649556840936272e-01,-1.542148944127227805e+00
-6.140318625642826600e-02,6.334630280339555997e-01,-1.727378069945726402e+00,-5.169838874727460815e-02,9.799103827545286860e-01,-1.974857952103944436e+00,-2.274393653203857918e-02,1.051385385503557091e+00,-1.803338824525767992e+00,-3.445821881873285114e-02,7.625921766076442232e-01,-1.535245540382362384e+00
-6.434687029939158143e-02,6.342768825022498946e-01,-1.738266928736861505e+00,-4.883537084530632094e-02,9.738187576252935740e-01,-1.965706306166937756e+00,-2.186582814529946378e-02,1.051431541093427402e+00,-1.798451646008083049e+00,-3.531914367952406625e-02,7.641734487232574313e-01,-1.524986149065028718e+00
