0.000000000000000000e+00,5.774150000000000116e-01,1.634530000000000149e-01,3.853120000000000434e-01,-9.698126334053877931e-03,-2.984765689632816899e-03,9.670665411334802971e-04
2.000000000000000042e-02,5.774340000000000028e-01,1.634439999999999782e-01,3.853030000000000066e-01,4.639324929985337229e-04,6.305440964925487866e-04,1.594573100214858067e-03
4.000000000000000083e-02,5.774710000000000676e-01,1.634750000000000092e-01,3.853539999999999743e-01,1.062599132005914368e-02,4.245853882620689163e-03,2.222079659303063167e-03
5.999999999999999778e-02,5.777240000000000153e-01,1.636100000000000054e-01,3.854599999999999693e-01,2.151688622531733319e-02,5.833204467275780389e-03,-1.713007768079347634e-03
8.000000000000000167e-02,5.783519999999999772e-01,1.637990000000000002e-01,3.854549999999999921e-01,3.471220842377898547e-02,1.195866848556847821e-02,-1.152944947040294814e-02
1.000000000000000056e-01,5.791530000000000289e-01,1.638669999999999849e-01,3.850740000000000274e-01,4.778631668436596203e-02,1.419804600358709826e-02,-2.172602312413672923e-02
1.199999999999999956e-01,5.802129999999999788e-01,1.645360000000000156e-01,3.843849999999999767e-01,5.871872196657848542e-02,7.757718818337843054e-03,-2.542962981902185254e-02
1.400000000000000133e-01,5.815919999999999979e-01,1.646409999999999818e-01,3.838039999999999785e-01,6.999272887536105159e-02,2.569922395832869612e-03,-1.972110176849006455e-02
1.600000000000000033e-01,5.830190000000000650e-01,1.641810000000000214e-01,3.835350000000000148e-01,9.264169879304988420e-02,5.382600017388690719e-03,-3.199803620603135917e-02
1.799999999999999933e-01,5.845670000000000588e-01,1.642800000000000094e-01,3.835880000000000400e-01,1.587197188647807011e-01,1.990696433006883953e-02,-1.098621865565035521e-01
2.000000000000000111e-01,5.878790000000000404e-01,1.652520000000000100e-01,3.813349999999999795e-01,2.497096471180852983e-01,4.431506092572289057e-02,-2.189178049515551061e-01
2.200000000000000011e-01,5.950080000000000924e-01,1.661100000000000076e-01,3.739190000000000014e-01,3.448948662485400996e-01,7.072975290937807968e-02,-2.937551042451512773e-01
2.399999999999999911e-01,6.029410000000000602e-01,1.677400000000000002e-01,3.663870000000000182e-01,4.342359539786883049e-01,8.357331709877792447e-02,-3.064170311745052500e-01
2.600000000000000089e-01,6.119249999999999412e-01,1.701690000000000147e-01,3.615019999999999900e-01,4.978418210979379532e-01,9.862077036943073249e-02,-2.453165430716570949e-01
2.800000000000000266e-01,6.228609999999999980e-01,1.715809999999999835e-01,3.568790000000000018e-01,5.763559496594243825e-01,1.163878817882165878e-01,-1.824898833304441081e-01
2.999999999999999889e-01,6.351290000000000546e-01,1.741220000000000268e-01,3.541340000000000043e-01,6.674669490210940470e-01,1.389671790247904437e-01,-1.415376493253187595e-01
3.200000000000000067e-01,6.493900000000000228e-01,1.774950000000000139e-01,3.518319999999999781e-01,7.549581542899735931e-01,1.695050984568517438e-01,-1.039058431830702373e-01
3.400000000000000244e-01,6.655270000000000907e-01,1.811480000000000035e-01,3.499270000000000436e-01,8.352852582355099198e-01,1.780316223050648627e-01,-8.553638070079369604e-02
3.599999999999999867e-01,6.828390000000000848e-01,1.849459999999999993e-01,3.486159999999999815e-01,9.044246154629417278e-01,1.658301430770162954e-01,-8.331320421013541089e-02
3.800000000000000044e-01,7.015800000000000924e-01,1.880910000000000082e-01,3.472549999999999804e-01,9.568166376916280580e-01,1.462644184335405995e-01,-1.052523785875772860e-01
4.000000000000000222e-01,7.216019999999999657e-01,1.905420000000000169e-01,3.448729999999999851e-01,1.016678397965057323e+00,1.318766852734261918e-01,-1.515016974287047569e-01
4.199999999999999845e-01,7.426520000000000898e-01,1.930580000000000074e-01,3.411210000000000075e-01,1.078393353545984423e+00,1.333199086441007597e-01,-1.987362579526626982e-01
4.400000000000000022e-01,7.648190000000000266e-01,1.957539999999999836e-01,3.363680000000000003e-01,1.115255304962999405e+00,1.297761725433778102e-01,-1.854527361312855172e-01
4.600000000000000200e-01,7.876340000000000563e-01,1.987880000000000202e-01,3.316220000000000279e-01,1.144410890638824840e+00,1.281895118432097302e-01,-1.159445457174436422e-01
4.799999999999999822e-01,8.102880000000000082e-01,2.006229999999999958e-01,3.311600000000000099e-01,1.134115157271645691e+00,1.062714098445844413e-01,-2.401608085136033507e-02
5.000000000000000000e-01,8.331210000000000004e-01,2.033260000000000067e-01,3.323039999999999883e-01,1.127811996081732548e+00,6.203179243036045093e-02,3.505962509045772169e-02
5.200000000000000178e-01,8.558510000000000284e-01,2.040359999999999951e-01,3.337499999999999911e-01,1.117364631877321157e+00,1.962841943985244031e-02,5.281413697861779555e-02
5.400000000000000355e-01,8.782269999999999799e-01,2.032709999999999795e-01,3.338530000000000109e-01,1.077542622521513671e+00,-3.899598425324413836e-02,7.022791491115087936e-02
5.600000000000000533e-01,8.993740000000000068e-01,2.026310000000000056e-01,3.356410000000000227e-01,1.049260641476127853e+00,-9.328477042177824030e-02,7.032263480707025283e-02
5.799999999999999600e-01,9.191920000000000091e-01,2.001020000000000021e-01,3.383960000000000301e-01,1.035449253325082530e+00,-1.007464924325343625e-01,-6.377648461729316758e-03
5.999999999999999778e-01,9.396320000000000228e-01,1.962689999999999990e-01,3.384570000000000078e-01,1.115108592575721591e+00,-6.845737462110788873e-02,-1.927104189635026332e-01
