0.000000000000000000e+00,9.897719999999999851e-01,-1.263129999999999982e-02,-1.238790000000000030e-03,-1.420949999999999991e-01,4.261059999999999674e-03,-7.456850000000000110e-03,9.587379999999999514e-03,5.626369999999999982e-02,-2.717419999999999836e-01,9.525330000000000297e+00
2.000000000000000042e-02,9.897850000000000259e-01,-1.261480000000000067e-02,-1.182230000000000043e-03,-1.420049999999999923e-01,-1.597900000000000015e-02,0.000000000000000000e+00,-1.065259999999999948e-03,5.626369999999999982e-02,-2.070980000000000043e-01,9.600749999999999673e+00
4.000000000000000083e-02,9.897860000000000547e-01,-1.248050000000000027e-02,-1.259200000000000033e-03,-1.420099999999999973e-01,2.663159999999999833e-02,-7.350320000000000464e-02,-2.024000000000000105e-02,3.579330000000000012e-01,-1.747769999999999879e-01,9.132680000000000575e+00
5.999999999999999778e-02,9.897759999999999891e-01,-1.244289999999999979e-02,-1.632020000000000085e-03,-1.420790000000000108e-01,-2.024000000000000105e-02,-2.876209999999999878e-02,-2.769689999999999999e-02,4.058169999999999833e-01,-1.340749999999999997e-01,9.953889999999999461e+00
8.000000000000000167e-02,9.897780000000000467e-01,-1.228109999999999966e-02,-1.803160000000000049e-03,-1.420740000000000058e-01,9.267799999999999649e-02,-5.645900000000000224e-02,-2.130529999999999837e-03,1.139639999999999986e+00,-4.501100000000000101e-01,8.427590000000000359e+00
1.000000000000000056e-01,9.897939999999999516e-01,-1.104020000000000001e-02,-2.408330000000000193e-03,-1.420540000000000136e-01,1.214400000000000063e-01,-3.195790000000000002e-03,-1.491370000000000022e-02,1.256960000000000077e+00,-1.915360000000000118e-01,9.198520000000000252e+00
1.199999999999999956e-01,9.897629999999999484e-01,-1.052580000000000009e-02,-2.062870000000000068e-03,-1.423169999999999991e-01,-3.941479999999999984e-02,7.776429999999999454e-02,-4.474109999999999893e-02,7.829040000000000443e-01,7.541739999999999555e-02,1.029390000000000072e+01
1.400000000000000133e-01,9.896939999999999626e-01,-9.782020000000000645e-03,-2.218969999999999797e-03,-1.428500000000000048e-01,2.737729999999999886e-01,-8.841690000000000660e-02,-6.391589999999999772e-02,1.598130000000000051e+00,-1.192309999999999981e+00,6.667849999999999611e+00
1.600000000000000033e-01,9.896479999999999722e-01,-6.655939999999999947e-03,-2.888609999999999789e-03,-1.433339999999999892e-01,2.439459999999999962e-01,1.107869999999999966e-01,-6.285060000000000646e-02,2.455249999999999932e+00,-3.675100000000000033e-01,7.861360000000000348e+00
1.799999999999999933e-01,9.895749999999999824e-01,-4.479190000000000081e-03,-1.549150000000000006e-03,-1.439429999999999876e-01,2.130529999999999924e-01,2.023999999999999966e-01,-5.965480000000000088e-02,2.700660000000000061e+00,-2.861070000000000002e-01,8.101979999999999293e+00
