1765575264566071265,30,33,40,35,0,0,0,0
1765575264566284902,30,33,40,35,0,0,0,0
1765575264567701540,31,33,40,35,0,0,0,0
1765575264569643821,31,33,40,35,0,0,0,0
1765575264571790683,31,33,40,35,0,0,0,0
1765575264573739908,31,33,40,35,0,0,0,0
1765575264575738703,31,33,40,35,0,0,0,0
1765575264577932701,31,33,40,35,0,0,0,0
1765575264579702691,31,33,40,35,0,0,0,0
1765575264581714414,31,33,40,35,0,0,0,0
1765575264583667959,31,33,40,35,0,0,0,0
1765575264585655842,31,33,40,35,0,0,0,0
1765575264587686029,31,33,40,35,0,0,0,0
1765575264589811162,31,33,40,35,0,0,0,0
1765575264592647350,31,33,40,35,0,0,0,0
1765575264593940594,31,33,40,35,0,0,0,0
1765575264595750552,31,33,40,35,0,0,0,0
1765575264597826916,31,33,40,35,0,0,0,0
1765575264599627147,31,33,40,35,0,0,0,0
1765575264601726551,31,33,40,35,0,0,0,0
1765575264603858501,31,32,40,35,0,0,0,0
1765575264605716492,31,32,40,35,0,0,0,0
1765575264607824665,31,32,40,35,0,0,0,0
1765575264609850020,31,33,40,35,0,0,0,0
1765575264611541128,31,33,40,35,0,0,0,0
1765575264613537490,31,32,40,35,0,0,0,0
1765575264615686656,30,32,40,35,0,0,0,0
1765575264617634666,30,32,40,35,0,0,0,0
1765575264619976699,30,32,40,35,0,0,0,0
1765575264621860867,30,32,40,35,0,0,0,0
1765575264623733643,30,32,40,35,0,0,0,0
1765575264626054813,30,32,40,35,0,0,0,0
1765575264627825378,30,32,40,35,0,0,0,0
1765575264629627305,30,32,40,35,0,0,0,0
1765575264631818071,30,32,40,35,0,0,0,0
1765575264634018022,30,32,40,35,0,0,0,0
1765575264635712074,30,32,40,35,0,0,0,0
1765575264637678708,30,32,40,35,0,0,0,0
1765575264639761312,30,32,40,35,0,0,0,0
1765575264641834636,30,32,40,35,0,0,0,0
1765575264643721908,30,32,40,35,0,0,0,0
1765575264645781536,31,33,40,35,0,0,0,0
1765575264647709353,31,33,40,35,0,0,0,0
1765575264649811574,31,33,40,35,0,0,0,0
1765575264651844353,31,33,40,35,0,0,0,0
1765575264653833195,31,33,40,35,0,0,0,0
1765575264655784245,31,33,40,35,0,0,0,0
1765575264657950371,31,33,40,35,0,0,0,0
1765575264659908652,31,33,40,35,0,0,0,0
1765575264662069818,30,33,40,35,0,0,0,0
1765575264664041924,30,33,40,35,0,0,0,0
1765575264665804394,30,33,40,35,0,0,0,0
1765575264667839925,30,33,40,35,0,0,0,0
1765575264669887169,31,33,40,35,0,0,0,0
1765575264671701447,31,33,40,35,0,0,0,0
1765575264673707058,31,33,40,35,0,0,0,0
1765575264675685692,31,33,40,35,0,0,0,0
1765575264677652262,31,33,40,35,0,0,0,0
1765575264679875157,31,33,40,35,0,0,0,0
1765575264682068484,31,33,40,35,0,0,0,0
1765575264683876650,31,33,40,35,0,0,0,0
1765575264685838804,31,33,40,35,0,0,0,0
1765575264687806526,31,33,40,35,0,0,0,0
1765575264689779240,31,33,40,35,0,0,0,0
1765575264691579150,31,33,40,35,0,0,0,0
1765575264693686651,31,33,40,35,0,0,0,0
1765575264695585411,31,33,40,35,0,0,0,0
1765575264697826387,31,33,40,35,0,0,0,0
1765575264699709499,31,32,40,35,0,0,0,0
1765575264701999403,31,32,40,35,0,0,0,0
1765575264703980950,31,32,40,35,0,0,0,0
1765575264705894270,31,33,40,35,0,0,0,0
1765575264707957706,31,33,40,35,0,0,0,0
1765575264710126968,31,33,40,35,0,0,0,0
1765575264712188100,31,32,40,35,0,0,0,0
1765575264713610498,31,32,40,35,0,0,0,0
1765575264715728975,30,32,40,35,0,0,0,0
1765575264717789179,30,32,40,35,0,0,0,0
1765575264719644291,30,32,40,35,0,0,0,0
1765575264721838833,30,32,40,35,0,0,0,0
1765575264723845852,30,32,40,35,0,0,0,0
1765575264725833478,30,32,40,35,0,0,0,0
1765575264727870641,30,32,40,35,0,0,0,0
1765575264729842779,30,32,40,35,0,0,0,0
1765575264731812613,30,32,40,35,0,0,0,0
1765575264733861425,30,32,40,35,0,0,0,0
1765575264735834747,30,33,40,35,0,0,0,0
1765575264737763332,30,33,40,35,0,0,0,0
1765575264739699213,30,33,40,35,0,0,0,0
1765575264741720248,30,33,40,35,0,0,0,0
1765575264743863782,30,33,40,35,0,0,0,0
1765575264746032180,30,33,40,35,0,0,0,0
1765575264748528201,30,32,40,35,0,0,0,0
1765575264751280835,30,32,40,35,0,0,0,0
1765575264752013619,30,32,40,35,0,0,0,0
1765575264753964412,30,33,40,35,0,0,0,0
1765575264755745282,30,33,40,35,0,0,0,0
1765575264757721356,30,33,40,35,0,0,0,0
1765575264759730615,31,33,40,35,0,0,0,0
1765575264761631935,31,33,40,35,0,0,0,0
1765575264763855599,31,33,40,35,0,0,0,0
1765575264765723382,31,33,40,35,0,0,0,0
1765575264767794914,31,33,40,35,0,0,0,0
1765575264769784173,31,33,40,35,0,0,0,0
1765575264771803288,31,33,40,35,0,0,0,0
1765575264773798210,31,33,40,35,0,0,0,0
1765575264775878766,31,33,40,35,0,0,0,0
1765575264777826616,31,32,40,35,0,0,0,0
1765575264779778817,31,32,40,35,0,0,0,0
1765575264782141683,31,32,40,35,0,0,0,0
1765575264783953594,31,33,40,35,0,0,0,0
1765575264785870851,31,33,40,35,0,0,0,0
1765575264787920462,31,33,40,35,0,0,0,0
1765575264789860696,31,33,40,35,0,0,0,0
1765575264791869186,31,33,40,35,0,0,0,0
1765575264793997199,31,33,40,35,0,0,0,0
1765575264795862263,31,33,40,35,0,0,0,0
1765575264797737087,31,33,40,35,0,0,0,0
1765575264800031952,31,33,40,35,0,0,0,0
1765575264801997178,31,32,40,35,0,0,0,0
1765575264803813152,31,32,40,35,0,0,0,0
1765575264805778442,31,32,40,35,0,0,0,0
1765575264807694515,30,32,40,35,0,0,0,0
1765575264809662173,30,32,40,35,0,0,0,0
1765575264811741161,30,32,40,35,0,0,0,0
1765575264813951096,30,32,40,35,0,0,0,0
1765575264815779423,30,32,40,35,0,0,0,0
1765575264817761321,30,32,40,35,0,0,0,0
1765575264819870870,30,32,40,35,0,0,0,0
1765575264821712669,30,32,40,35,0,0,0,0
1765575264823894155,30,32,40,35,0,0,0,0
1765575264825896502,30,32,40,35,0,0,0,0
1765575264827830847,30,32,40,35,0,0,0,0
1765575264829907531,30,32,40,35,0,0,0,0
1765575264831843508,30,32,40,35,0,0,0,0
1765575264833876159,30,32,40,35,0,0,0,0
1765575264835959308,30,32,40,35,0,0,0,0
1765575264838015479,30,32,40,35,0,0,0,0
1765575264839920480,30,32,40,35,0,0,0,0
1765575264842349332,30,32,40,35,0,0,0,0
1765575264844011799,30,32,40,35,0,0,0,0
1765575264845839934,30,32,40,35,0,0,0,0
1765575264847810184,30,32,40,35,0,0,0,0
1765575264849813810,31,33,40,35,0,0,0,0
1765575264851745819,31,33,40,35,0,0,0,0
1765575264853749510,31,33,40,35,0,0,0,0
1765575264855755953,31,33,40,35,0,0,0,0
1765575264857818364,31,33,40,35,0,0,0,0
1765575264859974538,31,33,40,35,0,0,0,0
1765575264862223002,31,33,40,35,0,0,0,0
1765575264864123395,31,33,40,35,0,0,0,0
1765575264866451028,31,33,40,35,0,0,0,0
1765575264867719151,31,33,40,35,0,0,0,0
1765575264869951966,31,33,40,35,0,0,0,0
1765575264872151949,31,33,40,35,0,0,0,0
1765575264873871826,31,33,40,35,0,0,0,0
1765575264875812635,31,33,40,35,0,0,0,0
1765575264877857031,31,33,40,35,0,0,0,0
1765575264879834321,31,33,40,35,0,0,0,0
1765575264881839419,31,33,40,35,0,0,0,0
1765575264883959080,31,33,40,35,0,0,0,0
1765575264885867793,31,32,40,35,0,0,0,0
1765575264887809274,31,32,40,35,0,0,0,0
1765575264889851494,31,32,40,35,0,0,0,0
1765575264891804111,31,32,40,35,0,0,0,0
1765575264893893948,31,32,40,35,0,0,0,0
1765575264895799684,31,32,40,35,0,0,0,0
1765575264897902513,30,32,40,35,0,0,0,0
1765575264899843130,30,32,40,35,0,0,0,0
1765575264901980487,30,32,40,35,0,0,0,0
1765575264903806574,30,32,40,35,0,0,0,0
1765575264905713847,30,32,40,35,0,0,0,0
1765575264907919398,30,32,40,35,0,0,0,0
1765575264909858959,30,32,40,35,0,0,0,0
1765575264912356516,30,32,40,35,0,0,0,0
1765575264913889925,30,32,40,35,0,0,0,0
1765575264915828110,30,32,40,35,0,0,0,0
1765575264917714038,30,32,40,35,0,0,0,0
1765575264919890244,30,32,40,35,0,0,0,0
1765575264921792877,30,32,40,35,0,0,0,0
1765575264923678645,30,32,40,35,0,0,0,0
1765575264925698784,30,33,40,35,0,0,0,0
1765575264927804109,31,33,40,35,0,0,0,0
1765575264929890649,31,33,40,35,0,0,0,0
1765575264931820610,30,33,40,35,0,0,0,0
1765575264933809900,30,33,40,35,0,0,0,0
1765575264935794678,30,33,40,35,0,0,0,0
1765575264937820642,30,33,40,35,0,0,0,0
1765575264939889646,31,33,40,35,0,0,0,0
1765575264942045403,31,33,40,35,0,0,0,0
1765575264943871522,31,33,40,35,0,0,0,0
1765575264945837964,31,33,40,35,0,0,0,0
1765575264947733652,31,33,40,35,0,0,0,0
1765575264949990340,31,33,40,35,0,0,0,0
1765575264951925549,31,33,40,35,0,0,0,0
1765575264953827862,31,33,40,35,0,0,0,0
1765575264955803680,31,33,40,35,0,0,0,0
1765575264958083856,31,33,40,35,0,0,0,0
1765575264959632017,31,33,40,35,0,0,0,0
1765575264961751518,31,33,40,35,0,0,0,0
1765575264963958221,31,33,40,35,0,0,0,0
1765575264965747539,31,33,40,35,0,0,0,0
1765575264967865184,31,33,40,35,0,0,0,0
1765575264969818058,31,33,40,35,0,0,0,0
1765575264971897590,31,33,40,35,0,0,0,0
1765575264973847328,31,33,40,35,0,0,0,0
1765575264975995821,31,32,40,35,0,0,0,0
1765575264977881621,31,32,40,35,0,0,0,0
1765575264979855519,30,32,40,35,0,0,0,0
1765575264981839113,30,32,40,35,0,0,0,0
1765575264983802995,30,32,40,35,0,0,0,0
1765575264985844831,30,32,40,35,0,0,0,0
1765575264987969548,31,33,40,35,0,0,0,0
1765575264989918357,31,33,40,35,0,0,0,0
1765575264991959233,30,33,40,35,0,0,0,0
1765575264994162448,30,32,40,35,0,0,0,0
1765575264995874324,30,32,40,35,0,0,0,0
1765575264997915807,30,32,40,35,0,0,0,0
1765575264999791271,30,32,40,35,0,0,0,0
1765575265001674063,30,32,40,35,0,0,0,0
1765575265003721211,30,33,40,35,0,0,0,0
1765575265005897545,30,33,40,35,0,0,0,0
1765575265007727216,30,33,40,35,0,0,0,0
1765575265009864637,30,33,40,35,0,0,0,0
1765575265012094733,30,33,40,35,0,0,0,0
1765575265013779121,30,33,40,35,0,0,0,0
1765575265015832252,30,33,40,35,0,0,0,0
1765575265017804870,31,33,40,35,0,0,0,0
1765575265019855122,31,33,40,35,0,0,0,0
1765575265021650232,31,33,40,35,0,0,0,0
1765575265023735236,31,33,40,35,0,0,0,0
1765575265025869074,31,33,40,35,0,0,0,0
1765575265027656216,31,33,40,35,0,0,0,0
1765575265029705763,31,33,40,35,0,0,0,0
1765575265032070966,31,33,40,35,0,0,0,0
1765575265034044831,31,33,40,35,0,0,0,0
1765575265036024394,31,33,40,35,0,0,0,0
1765575265038014484,31,33,40,35,0,0,0,0
1765575265039939549,31,33,40,35,0,0,0,0
1765575265041681858,31,33,40,35,0,0,0,0
1765575265043701677,31,33,40,35,0,0,0,0
1765575265045818490,31,33,40,35,0,0,0,0
1765575265047782564,31,33,40,35,0,0,0,0
1765575265049839951,31,33,40,35,0,0,0,0
1765575265051867450,31,33,40,35,0,0,0,0
1765575265053863941,31,33,40,35,0,0,0,0
1765575265055763693,31,33,40,35,0,0,0,0
1765575265057842617,31,33,40,35,0,0,0,0
1765575265059917286,31,33,40,35,0,0,0,0
1765575265061611274,31,33,40,35,0,0,0,0
1765575265063705270,30,33,40,35,0,0,0,0
1765575265065609599,30,32,40,35,0,0,0,0
1765575265067746636,30,32,40,35,0,0,0,0
1765575265069755895,30,32,40,35,0,0,0,0
1765575265072202315,30,33,40,35,0,0,0,0
1765575265074994022,30,33,40,35,0,0,0,0
1765575265076408740,30,33,40,35,0,0,0,0
1765575265078224299,30,32,40,35,0,0,0,0
1765575265080140500,30,32,40,35,0,0,0,0
1765575265084192106,30,32,40,35,0,0,0,0
1765575265085480421,30,32,40,35,0,0,0,0
1765575265085884238,30,32,40,35,0,0,0,0
1765575265087649587,30,32,40,35,0,0,0,0
1765575265089714143,30,33,40,35,0,0,0,0
1765575265092157875,30,33,40,35,0,0,0,0
1765575265093732245,30,33,40,35,0,0,0,0
1765575265095675966,30,33,40,35,0,0,0,0
1765575265097818155,30,33,40,35,0,0,0,0
1765575265099751509,31,33,40,35,0,0,0,0
1765575265101841057,31,33,40,35,0,0,0,0
