0.000000000000000000e+00,5.370269999999999905e-02,8.831130000000000368e-01,-1.656700000000000061e+00,-7.675410000000000565e-02,8.657289999999999708e-01,-1.635219999999999896e+00,1.200629999999999926e-02,9.369549999999999823e-01,-1.616549999999999931e+00,5.545269999999999713e-03,9.562239999999999629e-01,-1.626319999999999988e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,5.715390000000000054e-02,8.662429999999999852e-01,-1.673229999999999995e+00,-4.673759999999999720e-02,8.912790000000000434e-01,-1.643250000000000099e+00,5.543570000000000268e-03,9.369309999999999583e-01,-1.623690000000000078e+00,-2.599519999999999956e-02,9.825120000000000520e-01,-1.637040000000000051e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,4.536670000000000286e-02,8.650259999999999616e-01,-1.683060000000000000e+00,-4.524829999999999824e-02,8.968289999999999873e-01,-1.633550000000000058e+00,1.254800000000000013e-02,9.416579999999999950e-01,-1.633229999999999960e+00,-1.803110000000000129e-02,9.867489999999999872e-01,-1.624829999999999997e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,4.907059999999999894e-02,8.696519999999999806e-01,-1.672619999999999996e+00,-5.165610000000000340e-02,8.921829999999999483e-01,-1.648949999999999916e+00,1.312759999999999969e-02,9.431169999999999831e-01,-1.621850000000000014e+00,-1.696960000000000135e-02,9.819179999999999575e-01,-1.636330000000000062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,5.536499999999999755e-02,8.555880000000000152e-01,-1.689359999999999973e+00,-3.427489999999999704e-02,9.123980000000000423e-01,-1.644500000000000073e+00,1.138899999999999982e-02,9.460250000000000048e-01,-1.635629999999999917e+00,-3.916069999999999968e-02,1.001360000000000028e+00,-1.648190000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,4.746390000000000331e-02,8.567390000000000283e-01,-1.692409999999999970e+00,-3.267479999999999690e-02,9.169270000000000476e-01,-1.637080000000000091e+00,1.723130000000000148e-02,9.496470000000000189e-01,-1.639520000000000088e+00,-3.567580000000000057e-02,1.002240000000000020e+00,-1.640439999999999898e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,4.605120000000000047e-02,8.611229999999999718e-01,-1.681389999999999940e+00,-4.565879999999999939e-02,9.014969999999999928e-01,-1.642959999999999976e+00,1.876809999999999937e-02,9.460830000000000073e-01,-1.632560000000000011e+00,-2.204089999999999869e-02,9.884560000000000013e-01,-1.640849999999999920e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,4.837990000000000346e-02,8.643030000000000435e-01,-1.681499999999999995e+00,-4.201019999999999754e-02,9.018439999999999790e-01,-1.637850000000000028e+00,1.572640000000000149e-02,9.453000000000000291e-01,-1.632609999999999895e+00,-2.462659999999999849e-02,9.872790000000000177e-01,-1.639170000000000016e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,5.118059999999999971e-02,8.610430000000000028e-01,-1.681829999999999936e+00,-3.610069999999999946e-02,9.046659999999999702e-01,-1.637289999999999912e+00,1.419250000000000025e-02,9.433049999999999491e-01,-1.635329999999999950e+00,-3.386839999999999989e-02,9.923999999999999488e-01,-1.643969999999999931e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,4.478940000000000005e-02,8.784889999999999644e-01,-1.659200000000000008e+00,-6.835729999999999584e-02,8.746300000000000185e-01,-1.634179999999999966e+00,2.117849999999999941e-02,9.399769999999999515e-01,-1.621259999999999923e+00,1.219129999999999910e-03,9.600260000000000460e-01,-1.628449999999999953e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
