0.000000000000000000e+00,9.999240000000000350e-01,-1.123290000000000052e-02,3.641650000000000182e-03,3.653679999999999862e-03,-5.326319999999999839e-03,-1.171789999999999984e-02,-1.384840000000000029e-02,-4.357449999999999934e-01,-3.136399999999999744e-01,9.475049999999999528e+00
2.000000000000000042e-02,9.999200000000000310e-01,-1.151220000000000021e-02,3.755210000000000145e-03,3.599999999999999901e-03,-1.299619999999999942e-01,-2.663159999999999833e-02,-2.237060000000000090e-02,-4.034229999999999761e-01,1.640030000000000099e-01,9.548080000000000567e+00
4.000000000000000083e-02,9.999190000000000023e-01,-1.180209999999999940e-02,3.648980000000000019e-03,3.134759999999999890e-03,-5.326319999999999839e-03,-3.941479999999999984e-02,-7.563380000000000103e-02,-9.097969999999999668e-02,-1.079779999999999962e+00,9.363720000000000709e+00
5.999999999999999778e-02,9.999240000000000350e-01,-1.161359999999999996e-02,3.515100000000000169e-03,2.248679999999999863e-03,-1.065259999999999948e-03,-1.597900000000000015e-02,-9.800430000000000252e-02,1.556229999999999940e-02,-2.549819999999999864e-01,9.859320000000000306e+00
8.000000000000000167e-02,9.999219999999999775e-01,-1.187249999999999937e-02,3.625320000000000018e-03,1.371510000000000047e-03,-6.391589999999999772e-02,-1.065259999999999948e-03,-1.086570000000000036e-01,9.816229999999999400e-02,5.027820000000000206e-02,9.500189999999999912e+00
1.000000000000000056e-01,9.999190000000000023e-01,-1.229650000000000014e-02,3.356109999999999823e-03,1.967539999999999936e-04,-2.450110000000000135e-02,-3.728429999999999939e-02,-1.363540000000000030e-01,1.412579999999999947e-01,-1.675939999999999930e-01,9.459490000000000620e+00
1.199999999999999956e-01,9.999179999999999735e-01,-1.241530000000000064e-02,3.010430000000000137e-03,-1.052930000000000098e-03,5.326319999999999839e-03,-2.237060000000000090e-02,-1.214400000000000063e-01,2.741359999999999908e-01,-4.058169999999999833e-01,9.876079999999999970e+00
1.400000000000000133e-01,9.999149999999999983e-01,-1.250090000000000055e-02,3.171549999999999977e-03,-1.844139999999999972e-03,-1.171789999999999984e-02,1.384840000000000029e-02,-5.858950000000000269e-02,1.185129999999999934e-01,-4.441240000000000188e-01,9.686939999999999884e+00
1.600000000000000033e-01,9.999130000000000518e-01,-1.259200000000000076e-02,3.240799999999999844e-03,-2.082699999999999829e-03,-6.391589999999999945e-03,-8.522109999999999408e-03,-1.704419999999999893e-02,-9.576809999999999837e-03,-3.447649999999999881e-01,9.433160000000000878e+00
1.799999999999999933e-01,9.999169999999999447e-01,-1.235119999999999968e-02,3.069530000000000002e-03,-2.017000000000000130e-03,8.735170000000000434e-02,-3.195790000000000002e-03,2.024000000000000105e-02,-1.400609999999999911e-01,-8.714889999999999581e-01,9.695320000000000604e+00
2.000000000000000111e-01,9.999209999999999487e-01,-1.201130000000000080e-02,3.376800000000000114e-03,-1.195700000000000061e-03,-1.597900000000000015e-02,-9.587379999999999514e-03,9.374330000000000163e-02,-3.818750000000000200e-01,-1.831560000000000132e-01,9.665390000000000370e+00
2.200000000000000011e-01,9.999200000000000310e-01,-1.222670000000000007e-02,3.350469999999999924e-03,-2.256249999999999955e-05,-1.065259999999999992e-02,-5.113270000000000315e-02,1.225050000000000028e-01,-4.106060000000000265e-01,-4.548979999999999690e-02,8.841789999999999594e+00
2.399999999999999911e-01,9.999200000000000310e-01,-1.216290000000000079e-02,3.205139999999999986e-03,1.094700000000000100e-03,1.491370000000000022e-02,-3.089269999999999863e-02,8.628639999999999921e-02,-5.147530000000000161e-02,-4.082109999999999905e-01,9.604340000000000543e+00
2.600000000000000089e-01,9.999219999999999775e-01,-1.195670000000000066e-02,3.302269999999999945e-03,1.725890000000000106e-03,1.171789999999999984e-02,1.065259999999999992e-02,3.621900000000000119e-02,-1.209070000000000006e-01,-1.556230000000000113e-01,9.737220000000000653e+00
2.800000000000000266e-01,9.999219999999999775e-01,-1.186800000000000008e-02,3.368850000000000056e-03,1.829160000000000031e-03,8.522109999999999408e-03,-3.302320000000000255e-02,-1.171789999999999984e-02,-2.070980000000000043e-01,-4.094079999999999941e-01,9.440340000000000842e+00
2.999999999999999889e-01,9.999259999999999815e-01,-1.166529999999999997e-02,3.146830000000000200e-03,1.655529999999999892e-03,1.597900000000000015e-02,-2.982740000000000044e-02,-2.343579999999999969e-02,-1.161190000000000000e-01,-2.932899999999999952e-01,9.508570000000000633e+00
3.200000000000000067e-01,9.999259999999999815e-01,-1.164489999999999970e-02,3.126429999999999921e-03,1.535770000000000104e-03,-1.597900000000000015e-02,-4.261059999999999674e-03,-1.278319999999999977e-02,-2.992749999999999924e-02,-4.752489999999999770e-01,9.572020000000000195e+00
3.400000000000000244e-01,9.999270000000000103e-01,-1.159029999999999956e-02,3.166260000000000168e-03,1.613719999999999911e-03,-1.065259999999999948e-03,-2.450110000000000135e-02,-2.130529999999999837e-03,-4.548979999999999690e-02,-3.519479999999999831e-01,9.457100000000000506e+00
3.599999999999999867e-01,9.999259999999999815e-01,-1.162050000000000062e-02,3.047939999999999851e-03,1.785389999999999981e-03,1.171789999999999984e-02,-2.450110000000000135e-02,1.917479999999999879e-02,8.499420000000000586e-02,-4.141969999999999819e-01,9.498989999999999156e+00
3.800000000000000044e-01,9.999259999999999815e-01,-1.161590000000000018e-02,3.012700000000000100e-03,1.969629999999999992e-03,-9.587379999999999514e-03,-8.522109999999999408e-03,1.704419999999999893e-02,1.568199999999999872e-01,-3.423709999999999809e-01,9.560050000000000381e+00
4.000000000000000222e-01,9.999259999999999815e-01,-1.156380000000000081e-02,3.005330000000000067e-03,2.125090000000000052e-03,4.261059999999999674e-03,-2.237060000000000090e-02,1.171789999999999984e-02,7.781159999999999466e-02,-2.657559999999999922e-01,9.370910000000000295e+00
