0.000000000000000000e+00,5.451319999999999482e+02,2.890230000000000032e+01,3.940849999999999795e+02,9.976580000000000448e-01,9.395539999999999968e-04,6.669310000000000516e-02,-1.517789999999999938e-02
2.000000000000000042e-02,5.463509999999999991e+02,2.891400000000000148e+01,3.940090000000000146e+02,9.976460000000000328e-01,9.631690000000000477e-04,6.690079999999999638e-02,-1.501669999999999915e-02
4.000000000000000083e-02,5.473709999999999809e+02,2.886240000000000094e+01,3.939610000000000127e+02,9.976479999999999793e-01,1.143120000000000074e-03,6.690409999999999413e-02,-1.489270000000000004e-02
5.999999999999999778e-02,5.481559999999999491e+02,2.877410000000000068e+01,3.939320000000000164e+02,9.976469999999999505e-01,1.151960000000000050e-03,6.692839999999999900e-02,-1.483929999999999971e-02
8.000000000000000167e-02,5.487630000000000337e+02,2.862020000000000053e+01,3.941309999999999718e+02,9.976949999999999985e-01,1.945389999999999966e-03,6.622680000000000233e-02,-1.466229999999999964e-02
1.000000000000000056e-01,5.496000000000000227e+02,2.850440000000000040e+01,3.940160000000000196e+02,9.977019999999999778e-01,2.023389999999999911e-03,6.609260000000000135e-02,-1.474519999999999997e-02
1.199999999999999956e-01,5.507029999999999745e+02,2.846669999999999945e+01,3.936539999999999964e+02,9.976450000000000040e-01,1.590810000000000011e-03,6.694690000000000363e-02,-1.482389999999999923e-02
1.400000000000000133e-01,5.518160000000000309e+02,2.785389999999999944e+01,3.937959999999999923e+02,9.977040000000000353e-01,4.470939999999999637e-03,6.592739999999999712e-02,-1.485530000000000010e-02
1.600000000000000033e-01,5.538160000000000309e+02,2.738850000000000051e+01,3.926089999999999804e+02,9.976570000000000160e-01,6.323959999999999998e-03,6.646630000000000593e-02,-1.494090000000000001e-02
1.799999999999999933e-01,5.568840000000000146e+02,2.703900000000000148e+01,3.906129999999999995e+02,9.975079999999999503e-01,7.308949999999999822e-03,6.848769999999999858e-02,-1.532440000000000017e-02
2.000000000000000111e-01,5.611639999999999873e+02,2.668519999999999825e+01,3.874300000000000068e+02,9.972590000000000066e-01,8.619039999999999688e-03,7.176649999999999696e-02,-1.579320000000000029e-02
2.200000000000000011e-01,5.662000000000000455e+02,2.625230000000000175e+01,3.847989999999999782e+02,9.970919999999999783e-01,9.401170000000000360e-03,7.376829999999999499e-02,-1.664960000000000051e-02
2.399999999999999911e-01,5.720860000000000127e+02,2.611959999999999837e+01,3.835169999999999959e+02,9.970630000000000326e-01,8.719559999999999464e-03,7.392400000000000360e-02,-1.800469999999999848e-02
2.600000000000000089e-01,5.793880000000000337e+02,2.579949999999999832e+01,3.822029999999999745e+02,9.969749999999999446e-01,8.716639999999999458e-03,7.475220000000000475e-02,-1.940630000000000133e-02
2.800000000000000266e-01,5.878279999999999745e+02,2.549940000000000140e+01,3.813249999999999886e+02,9.969890000000000141e-01,8.659240000000000340e-03,7.425919999999999743e-02,-2.059420000000000001e-02
2.999999999999999889e-01,5.975059999999999718e+02,2.558200000000000074e+01,3.803469999999999800e+02,9.970909999999999496e-01,7.323460000000000386e-03,7.277450000000000585e-02,-2.142809999999999854e-02
3.200000000000000067e-01,6.088799999999999955e+02,2.597950000000000159e+01,3.784329999999999927e+02,9.971360000000000223e-01,5.059469999999999940e-03,7.224690000000000278e-02,-2.177089999999999928e-02
3.400000000000000244e-01,6.217300000000000182e+02,2.589529999999999887e+01,3.759169999999999732e+02,9.971560000000000423e-01,4.718879999999999950e-03,7.193700000000000094e-02,-2.194959999999999967e-02
3.599999999999999867e-01,6.358759999999999764e+02,2.596480000000000032e+01,3.724289999999999736e+02,9.971740000000000048e-01,3.703800000000000148e-03,7.184309999999999308e-02,-2.165540000000000173e-02
3.800000000000000044e-01,6.509320000000000164e+02,2.559319999999999951e+01,3.682379999999999995e+02,9.971919999999999673e-01,2.770879999999999871e-03,7.166749999999999510e-02,-2.155929999999999999e-02
4.000000000000000222e-01,6.660449999999999591e+02,2.718100000000000094e+01,3.654859999999999900e+02,9.973689999999999500e-01,-3.885570000000000083e-03,6.929490000000000649e-02,-2.091689999999999869e-02
4.199999999999999845e-01,6.819629999999999654e+02,2.793029999999999902e+01,3.637780000000000200e+02,9.975389999999999535e-01,-5.749640000000000306e-03,6.687600000000000489e-02,-2.026769999999999960e-02
4.400000000000000022e-01,6.986369999999999436e+02,2.872790000000000177e+01,3.627370000000000232e+02,9.976239999999999553e-01,-7.130789999999999698e-03,6.541109999999999980e-02,-2.041050000000000156e-02
4.600000000000000200e-01,7.160000000000000000e+02,3.027230000000000132e+01,3.617640000000000100e+02,9.975540000000000518e-01,-9.600249999999999409e-03,6.584080000000000488e-02,-2.142880000000000132e-02
4.799999999999999822e-01,7.337390000000000327e+02,3.262859999999999872e+01,3.592640000000000100e+02,9.972649999999999570e-01,-1.148320000000000070e-02,6.945360000000000422e-02,-2.251639999999999892e-02
5.000000000000000000e-01,7.507050000000000409e+02,3.543569999999999709e+01,3.569220000000000255e+02,9.970879999999999743e-01,-1.129579999999999994e-02,7.146249999999999825e-02,-2.409089999999999843e-02
5.200000000000000178e-01,7.659450000000000500e+02,4.004959999999999809e+01,3.559230000000000018e+02,9.973950000000000315e-01,-1.303140000000000027e-02,6.639100000000000557e-02,-2.499979999999999911e-02
5.400000000000000355e-01,7.807619999999999436e+02,4.560860000000000269e+01,3.542730000000000246e+02,9.978059999999999707e-01,-1.081760000000000013e-02,6.093370000000000036e-02,-2.352299999999999877e-02
5.600000000000000533e-01,7.985470000000000255e+02,4.736990000000000123e+01,3.474189999999999827e+02,9.973950000000000315e-01,7.251490000000000193e-03,6.846349999999999658e-02,-2.151350000000000137e-02
5.799999999999999600e-01,8.175489999999999782e+02,4.964849999999999852e+01,3.373809999999999718e+02,9.965070000000000316e-01,1.875620000000000065e-02,7.888320000000000054e-02,-1.998449999999999879e-02
5.999999999999999778e-01,8.354109999999999445e+02,5.080429999999999779e+01,3.348419999999999845e+02,9.961790000000000367e-01,3.292110000000000175e-02,7.895069999999999866e-02,-1.760139999999999968e-02
6.199999999999999956e-01,8.537129999999999654e+02,5.296909999999999741e+01,3.351870000000000118e+02,9.962769999999999682e-01,3.550459999999999727e-02,7.698409999999999975e-02,-1.563749999999999862e-02
6.400000000000000133e-01,8.729790000000000418e+02,5.514020000000000010e+01,3.366750000000000114e+02,9.965889999999999471e-01,3.041960000000000150e-02,7.538499999999999368e-02,-1.424740000000000034e-02
6.600000000000000311e-01,8.931090000000000373e+02,5.633019999999999783e+01,3.384100000000000250e+02,9.969639999999999613e-01,2.364110000000000170e-02,7.325170000000000292e-02,-1.176330000000000084e-02
6.800000000000000488e-01,9.140990000000000464e+02,5.617219999999999658e+01,3.389259999999999877e+02,9.970959999999999823e-01,1.654660000000000158e-02,7.349110000000000364e-02,-1.118919999999999984e-02
7.000000000000000666e-01,9.368129999999999882e+02,5.491779999999999973e+01,3.381370000000000005e+02,9.968029999999999946e-01,1.085610000000000047e-02,7.838680000000000647e-02,-1.103619999999999948e-02
7.199999999999999734e-01,9.605700000000000500e+02,5.191270000000000095e+01,3.372040000000000077e+02,9.963539999999999619e-01,1.057489999999999992e-02,8.397620000000000084e-02,-1.073900000000000028e-02
7.399999999999999911e-01,9.854909999999999854e+02,4.869489999999999696e+01,3.360140000000000100e+02,9.958310000000000217e-01,9.445339999999999986e-03,9.015040000000000553e-02,-1.017569999999999933e-02
7.600000000000000089e-01,1.011100000000000023e+03,4.586580000000000013e+01,3.346000000000000227e+02,9.953020000000000200e-01,5.585640000000000223e-03,9.617559999999999998e-02,-9.624989999999999934e-03
7.800000000000000266e-01,1.037059999999999945e+03,4.201140000000000185e+01,3.328709999999999809e+02,9.947690000000000143e-01,5.070319999999999688e-03,1.015670000000000045e-01,-9.620270000000000210e-03
8.000000000000000444e-01,1.062509999999999991e+03,3.806419999999999959e+01,3.336990000000000123e+02,9.946570000000000134e-01,5.856939999999999716e-03,1.025820000000000065e-01,-9.969590000000000396e-03
8.200000000000000622e-01,1.087670000000000073e+03,3.478779999999999717e+01,3.366750000000000114e+02,9.948730000000000073e-01,7.424960000000000414e-03,1.003489999999999938e-01,-1.011319999999999927e-02
8.399999999999999689e-01,1.112789999999999964e+03,3.284810000000000230e+01,3.402130000000000223e+02,9.951130000000000253e-01,6.432929999999999898e-03,9.800470000000000015e-02,-1.019199999999999967e-02
8.599999999999999867e-01,1.138009999999999991e+03,3.174569999999999936e+01,3.424900000000000091e+02,9.950369999999999493e-01,5.005660000000000318e-03,9.879630000000000356e-02,-1.077679999999999957e-02
8.800000000000000044e-01,1.162519999999999982e+03,3.176370000000000005e+01,3.446220000000000141e+02,9.949919999999999876e-01,1.129819999999999913e-03,9.917280000000000539e-02,-1.246440000000000048e-02
9.000000000000000222e-01,1.185720000000000027e+03,3.329180000000000206e+01,3.482769999999999868e+02,9.954140000000000210e-01,-6.162159999999999860e-03,9.430520000000000569e-02,-1.478969999999999937e-02
