0.000000000000000000e+00,5.451319999999999499e-01,2.890230000000000229e-02,3.940849999999999631e-01,6.606165262555832585e-02,1.765967779655464118e-03,-8.031639744060622282e-03
2.000000000000000042e-02,5.463510000000000311e-01,2.891400000000000220e-02,3.940089999999999981e-01,5.570470951096952172e-02,-8.710191159076076254e-04,-3.986523642703030182e-03
4.000000000000000083e-02,5.473709999999999409e-01,2.886239999999999986e-02,3.939610000000000056e-01,4.534776639638805201e-02,-3.508006011470433689e-03,5.859245865621605875e-05
5.999999999999999778e-02,5.481559999999999766e-01,2.877410000000000037e-02,3.939320000000000044e-01,3.956253362094953874e-02,-5.310802982617037968e-03,9.117349601269447278e-04
8.000000000000000167e-02,5.487630000000000008e-01,2.862020000000000189e-02,3.941309999999999536e-01,4.003226067443057395e-02,-5.231508229492880593e-03,-2.477020869702670908e-03
1.000000000000000056e-01,5.496000000000000885e-01,2.850440000000000265e-02,3.940160000000000329e-01,4.512783027773306643e-02,-9.467727927553794623e-03,-3.484310638791377444e-03
1.199999999999999956e-01,5.507029999999999426e-01,2.846670000000000103e-02,3.936540000000000039e-01,6.126782965743019643e-02,-1.535488486579763071e-02,-1.619998301740780203e-02
1.400000000000000133e-01,5.518160000000000842e-01,2.785390000000000088e-02,3.937959999999999794e-01,8.746678838074123385e-02,-1.998778537925343518e-02,-3.838437022510331198e-02
1.600000000000000033e-01,5.538160000000000860e-01,2.738849999999999965e-02,3.926089999999999858e-01,1.297915560251249045e-01,-2.210916011324447900e-02,-7.755835147416839659e-02
1.799999999999999933e-01,5.568840000000000456e-01,2.703900000000000053e-02,3.906129999999999880e-01,1.808626285067619355e-01,-1.995904848546688551e-02,-1.157625199467499366e-01
2.000000000000000111e-01,5.611639999999999961e-01,2.668519999999999920e-02,3.874299999999999966e-01,2.294928695412896957e-01,-1.666977755061663929e-02,-1.203806354079478419e-01
2.200000000000000011e-01,5.662000000000000366e-01,2.625230000000000272e-02,3.847990000000000022e-01,2.797523774867839985e-01,-1.526487840116640300e-02,-1.045637052051970883e-01
2.399999999999999911e-01,5.720859999999999834e-01,2.611959999999999976e-02,3.835169999999999968e-01,3.306490052808672697e-01,-1.409438175653516395e-02,-7.418707064371199422e-02
2.600000000000000089e-01,5.793880000000000141e-01,2.579949999999999952e-02,3.822029999999999594e-01,3.890254411974994331e-01,-9.843000566272384205e-03,-5.525311263017958219e-02
