1770256949513106858,0,-0,-0
1770256949531994630,0,-0,-0
1770256949552065499,0,-0,-0
1770256949572144401,0,-0,-0
1770256949592200134,0,-0,-0
1770256949612340125,0,-0,-0
1770256949632394930,0,-0,-0
1770256949652447463,0,-0,-0
1770256949672691969,0,-0,-0
1770256949692692213,0,-0,-0
1770256949712679048,0,-0,-0
1770256949732730493,0,-0,-0
1770256949752814675,0,-0,-0
1770256949772952810,0,-0,-0
1770256949792991039,0,-0,-0
1770256949813066164,0,-0,-0
1770256949833081800,0,-0,-0
1770256949853235872,0,-0,-0
1770256949873298517,0,-0,-0
1770256949893729778,0,-0,-0
1770256949913499169,0,-0,-0
1770256949933496501,0,-0,-0
1770256949953588971,0,-0,-0
1770256949973728450,0,-0,-0
1770256949993627380,0,-0,-0
1770256950013714506,0,-0,-0
1770256950033921602,0,-0,-0
1770256950053954263,0,-0,-0
1770256950074009868,0,-0,-0
1770256950094045216,0,-0,-0
1770256950114155383,0,-0,-0
1770256950134227340,0,-0,-0
1770256950154293634,0,-0,-0
1770256950174399224,0,-0,-0
1770256950194781172,0,-0,-0
1770256950214538947,0,-0,-0
1770256950234687034,0,-0,-0
1770256950254649229,0,-0,-0
1770256950274693986,0,-0,-0
1770256950294799864,0,-0,-0
1770256950314858125,0,-0,-0
1770256950334968324,0,-0,-0
1770256950355025593,0,-0,-0
1770256950375151472,0,-0,-0
1770256950395199365,0,-0,-0
1770256950415253594,0,-0,-0
1770256950435456914,0,-0,-0
1770256950455430693,0,-0,-0
1770256950475515611,0,-0,-0
1770256950495605777,0,-0,-0
1770256950515735912,0,-0,-0
1770256950535774237,0,-0,-0
1770256950555812721,0,-0,-0
1770256950575801989,0,-0,-0
1770256950595892795,0,-0,-0
1770256950615963024,0,-0,-0
1770256950636090727,0,-0,-0
1770256950656167485,0,-0,-0
1770256950676206417,0,-0,-0
1770256950696316616,0,-0,-0
1770256950716380797,0,-0,-0
1770256950736492275,0,-0,-0
1770256950756457223,0,-0,-0
1770256950776590781,0,-0,-0
1770256950796689203,0,-0,-0
1770256950816661959,0,-0,-0
1770256950837002178,0,-0,-0
1770256950856846419,0,-0,-0
1770256950876984682,0,-0,-0
1770256950897049439,0,-0,-0
1770256950917003218,0,-0,-0
1770256950937069575,0,-0,-0
1770256950957236927,0,-0,-0
1770256950977356789,0,-0,-0
1770256950997316168,0,-0,-0
1770256951017440223,0,-0,-0
1770256951037558902,0,-0,-0
1770256951057657964,0,-0,-0
1770256951077641471,0,-0,-0
1770256951097694740,0,-0,-0
1770256951117756874,0,-0,-0
1770256951137834207,0,-0,-0
1770256951157880276,0,-0,-0
1770256951178006859,0,-0,-0
1770256951198013311,0,-0,-0
1770256951218322937,0,-0,-0
1770256951238360046,0,-0,-0
1770256951258333922,0,-0,-0
1770256951278338070,0,-0,-0
1770256951298570447,0,-0,-0
1770256951318560930,0,-0,-0
1770256951338588439,0,-0,-0
1770256951358723054,0,-0,-0
1770256951378812004,0,-0,-0
1770256951398810711,0,-0,-0
1770256951418884621,0,-0,-0
1770256951438983043,0,-0,-0
1770256951459052024,0,-0,-0
1770256951479115950,0,-0,-0
1770256951499526315,0,-0,-0
1770256951519277369,0,-0,-0
1770256951539436497,0,-0,-0
1770256951559437029,0,-0,-0
1770256951579502042,0,-0,-0
1770256951599557167,0,-0,-0
1770256951619617028,0,-0,-0
1770256951639676185,0,-0,-0
1770256951659713582,0,-0,-0
1770256951679766979,0,-0,-0
1770256951699830681,0,-0,-0
1770256951719896590,0,-0,-0
1770256951740018692,0,-0,-0
1770256951760126683,0,-0,-0
1770256951780190832,0,-0,-0
1770256951800177636,0,-0,-0
1770256951820281178,0,-0,-0
1770256951840435665,0,-0,-0
1770256951860408453,0,-0,-0
1770256951880671102,0,-0,-0
1770256951900546255,0,-0,-0
1770256951920645125,0,-0,-0
1770256951940692154,0,-0,-0
1770256951960830769,0,-0,-0
1770256951980831621,0,-0,-0
1770256952000914043,0,-0,-0
1770256952020956048,0,-0,-0
1770256952041075494,0,-0,-0
1770256952061141404,0,-0,-0
1770256952081208369,0,-0,-0
1770256952101294535,0,-0,-0
1770256952121507328,0,-0,-0
1770256952141505459,0,-0,-0
1770256952161522568,0,-0,-0
1770256952181546972,0,-0,-0
1770256952201664211,0,-0,-0
1770256952221791465,0,-0,-0
1770256952241807390,0,-0,-0
1770256952261963701,0,-0,-0
1770256952281958697,0,-0,-0
1770256952302123040,0,-0,-0
1770256952322094164,0,-0,-0
1770256952342173097,0,-0,-0
1770256952362317344,0,-0,-0
1770256952382510072,0,-0,-0
1770256952402471531,0,-0,-0
1770256952422492640,0,-0,-0
1770256952442754906,0,-0,-0
1770256952462677196,0,-0,-0
1770256952482701984,0,-0,-0
1770256952502894520,0,-0,-0
1770256952522870764,0,-0,-0
1770256952542968738,0,-0,-0
1770256952563006135,0,-0,-0
1770256952583138637,0,-0,-0
1770256952603213603,0,-0,-0
1770256952623233975,0,-0,-0
1770256952643324909,0,-0,-0
1770256952663586119,0,-0,-0
1770256952683639036,0,-0,-0
1770256952703721042,0,-0,-0
1770256952723702597,0,-0,-0
1770256952743717497,0,-0,-0
1770256952763782959,0,-0,-0
1770256952783839396,0,-0,-0
1770256952804058365,0,-0,-0
1770256952823952654,0,-0,-0
1770256952844034788,0,-0,-0
1770256952864077977,0,-0,-0
1770256952884182095,0,-0,-0
1770256952904414024,0,-0,-0
1770256952924401116,0,-0,-0
1770256952944487793,0,-0,-0
1770256952964473477,0,-0,-0
1770256952984564155,0,-0,-0
1770256953004758003,0,-0,-0
1770256953024853417,0,-0,-0
1770256953044936511,0,-0,-0
1770256953064959827,0,-0,-0
1770256953085025289,0,-0,-0
1770256953105073214,0,-0,-0
1770256953125091154,0,-0,-0
1770256953145169191,0,-0,-0
1770256953165222397,0,-0,-0
1770256953185341971,0,-0,-0
1770256953205571852,0,-0,-0
1770256953225581376,0,-0,-0
1770256953245617941,0,-0,-0
1770256953265630697,0,-0,-0
1770256953285714495,0,-0,-0
1770256953305825973,0,-0,-0
1770256953325936268,0,-0,-0
1770256953345947104,0,-0,-0
1770256953366227994,0,-0,-0
1770256953386103691,0,-0,-0
1770256953406161568,0,-0,-0
1770256953426314487,0,-0,-0
1770256953446580913,0,-0,-0
1770256953466418018,0,-0,-0
1770256953486440246,0,-0,-0
1770256953506527788,0,-0,-0
1770256953526640706,0,-0,-0
1770256953546778489,0,-0,-0
1770256953566791533,0,-0,-0
1770256953586854435,0,-0,-0
1770256953607015962,0,-0,-0
1770256953626984877,0,-0,-0
1770256953647115812,0,-0,-0
1770256953667154009,0,-0,-0
1770256953687330513,0,-0,-0
1770256953707325508,0,-0,-0
1770256953727583038,0,-0,-0
1770256953747773910,0,-0,-0
1770256953767916365,0,-0,-0
1770256953787875584,0,-0,-0
1770256953807800818,0,-0,-0
1770256953827842439,0,-0,-0
1770256953847902748,0,-0,-0
1770256953867889520,0,-0,-0
1770256953887987462,0,-0,-0
1770256953908039547,0,-0,-0
1770256953928152370,0,-0,-0
1770256953948164646,0,-0,-0
1770256953968232027,0,-0,-0
1770256953988404147,0,-0,-0
1770256954008409799,0,-0,-0
1770256954028480540,0,-0,-0
